date,close,ret
1986-11-11,145.350006,0.007311
1986-11-12,145.580002,0.001582
1986-11-13,143.414993,-0.014872
1986-11-14,143.505005,0.000628
1986-11-17,143.195007,-0.00216
1986-11-18,140.660004,-0.017703
1986-11-19,139.544998,-0.007927
1986-11-20,141.309998,0.012648
1986-11-21,142.899994,0.011252
1986-11-24,144.494995,0.011162
1986-11-25,145.770004,0.008824
1986-11-26,146.869995,0.007546
1986-11-28,147.940002,0.007285
1986-12-01,146.854996,-0.007334
1986-12-02,148.865005,0.013687
1986-12-03,150.080002,0.008162
1986-12-04,149.979996,-0.000666
1986-12-05,149.044998,-0.006234
1986-12-08,147.845001,-0.008051
1986-12-09,146.865005,-0.006629
1986-12-10,146.955002,0.000613
1986-12-11,146.080002,-0.005954
1986-12-12,144.979996,-0.00753
1986-12-15,144.074997,-0.006242
1986-12-16,144.490005,0.002881
1986-12-17,143.044998,-0.010001
1986-12-18,142.854996,-0.001328
1986-12-19,143.770004,0.006405
1986-12-22,144.085007,0.002191
1986-12-23,142.804993,-0.008884
1986-12-24,142.794998,-7e-05
1986-12-26,142.934998,0.00098
1986-12-29,141.514999,-0.009935
1986-12-30,141.524994,7.1e-05
1986-12-31,141.404999,-0.000848
1987-01-02,142.860001,0.01029
1987-01-05,147.404999,0.031814
1987-01-06,149.059998,0.011228
1987-01-07,152.975006,0.026265
1987-01-08,155.690002,0.017748
1987-01-09,156.990005,0.00835
1987-01-12,159.304993,0.014746
1987-01-13,159.619995,0.001977
1987-01-14,162.660004,0.019045
1987-01-15,164.145004,0.009129
1987-01-16,162.514999,-0.00993
1987-01-19,166.455002,0.024244
1987-01-20,166.520004,0.000391
1987-01-21,164.259995,-0.013572
1987-01-22,167.945007,0.022434
1987-01-23,166.764999,-0.007026
1987-01-26,164.139999,-0.015741
1987-01-27,166.654999,0.015322
1987-01-28,167.625,0.00582
1987-01-29,165.740005,-0.011245
1987-01-30,166.675003,0.005641
1987-02-02,170.304993,0.021779
1987-02-03,171.554993,0.00734
1987-02-04,173.5,0.011338
1987-02-05,174.634995,0.006542
1987-02-06,174.630005,-2.9e-05
1987-02-09,173.625,-0.005755
1987-02-10,172.324997,-0.007487
1987-02-11,175.979996,0.02121
1987-02-12,176.264999,0.00162
1987-02-13,179.065002,0.015885
1987-02-17,183.649994,0.025605
1987-02-18,181.210007,-0.013286
1987-02-19,179.869995,-0.007395
1987-02-20,178.684998,-0.006588
1987-02-23,177.705002,-0.005484
1987-02-24,178.940002,0.00695
1987-02-25,180.970001,0.011345
1987-02-26,182.184998,0.006714
1987-02-27,182.75,0.003101
1987-03-02,181.065002,-0.00922
1987-03-03,180.565002,-0.002761
1987-03-04,183.274994,0.015008
1987-03-05,184.669998,0.007612
1987-03-06,184.285004,-0.002085
1987-03-09,182.475006,-0.009822
1987-03-10,184.464996,0.010906
1987-03-11,185.309998,0.004581
1987-03-12,184.770004,-0.002914
1987-03-13,183.164993,-0.008687
1987-03-16,182.729996,-0.002375
1987-03-17,185.899994,0.017348
1987-03-18,186.044998,0.00078
1987-03-19,187.960007,0.010293
1987-03-20,189.824997,0.009922
1987-03-23,189.399994,-0.002239
1987-03-24,190.179993,0.004118
1987-03-25,190.195007,7.9e-05
1987-03-26,190.705002,0.002681
1987-03-27,189.050003,-0.008678
1987-03-30,183.835007,-0.027585
1987-03-31,186.039993,0.011994
1987-04-01,186.074997,0.000188
1987-04-02,187.660004,0.008518
1987-04-03,191.360001,0.019716
1987-04-06,190.914993,-0.002325
1987-04-07,187.434998,-0.018228
1987-04-08,189.279999,0.009843
1987-04-09,188.729996,-0.002906
1987-04-10,188.285004,-0.002358
1987-04-13,183.945007,-0.02305
1987-04-14,179.725006,-0.022942
1987-04-15,182.460007,0.015218
1987-04-16,183.744995,0.007043
1987-04-20,182.125,-0.008817
1987-04-21,184.634995,0.013782
1987-04-22,183.955002,-0.003683
1987-04-23,183.770004,-0.001006
1987-04-24,180.375,-0.018474
1987-04-27,179.550003,-0.004574
1987-04-28,181.264999,0.009552
1987-04-29,182.220001,0.005269
1987-04-30,184.830002,0.014323
1987-05-01,185.830002,0.00541
1987-05-04,186.449997,0.003336
1987-05-05,189.735001,0.017619
1987-05-06,189.294998,-0.002319
1987-05-07,190.014999,0.003804
1987-05-08,190.360001,0.001816
1987-05-11,189.240005,-0.005884
1987-05-12,188.975006,-0.0014
1987-05-13,190.294998,0.006985
1987-05-14,190.740005,0.002339
1987-05-15,187.910004,-0.014837
1987-05-18,185.455002,-0.013065
1987-05-19,181.464996,-0.021515
1987-05-20,181.699997,0.001295
1987-05-21,182.660004,0.005283
1987-05-22,181.639999,-0.005584
1987-05-26,185.169998,0.019434
1987-05-27,185.955002,0.004239
1987-05-28,188.110001,0.011589
1987-05-29,188.770004,0.003509
1987-06-01,185.860001,-0.015416
1987-06-02,184.5,-0.007317
1987-06-03,185.759995,0.006829
1987-06-04,186.255005,0.002665
1987-06-05,185.684998,-0.00306
1987-06-08,187.535004,0.009963
1987-06-09,189.475006,0.010345
1987-06-10,190.020004,0.002876
1987-06-11,189.664993,-0.001868
1987-06-12,190.360001,0.003664
1987-06-15,189.600006,-0.003992
1987-06-16,191.139999,0.008122
1987-06-17,191.320007,0.000942
1987-06-18,192.369995,0.005488
1987-06-19,192.050003,-0.001663
1987-06-22,192.899994,0.004426
1987-06-23,191.839996,-0.005495
1987-06-24,191.904999,0.000339
1987-06-25,191.345001,-0.002918
1987-06-26,191.059998,-0.001489
1987-06-29,190.699997,-0.001884
1987-06-30,189.240005,-0.007656
1987-07-01,189.475006,0.001242
1987-07-02,190.384995,0.004803
1987-07-06,189.024994,-0.007143
1987-07-07,187.755005,-0.006719
1987-07-08,187.384995,-0.001971
1987-07-09,187.975006,0.003149
1987-07-10,188.735001,0.004043
1987-07-13,190.419998,0.008928
1987-07-14,194.985001,0.023973
1987-07-15,194.869995,-0.00059
1987-07-16,196.039993,0.006004
1987-07-17,195.865005,-0.000893
1987-07-20,193.860001,-0.010237
1987-07-21,193.195007,-0.00343
1987-07-22,193.634995,0.002277
1987-07-23,191.505005,-0.011
1987-07-24,193.024994,0.007937
1987-07-27,193.195007,0.000881
1987-07-28,193.755005,0.002899
1987-07-29,194.725006,0.005006
1987-07-30,196.565002,0.009449
1987-07-31,196.350006,-0.001094
1987-08-03,195.240005,-0.005653
1987-08-04,195.880005,0.003278
1987-08-05,198.244995,0.012074
1987-08-06,201.865005,0.01826
1987-08-07,203.729996,0.009239
1987-08-10,206.029999,0.011289
1987-08-11,208.389999,0.011455
1987-08-12,207.059998,-0.006382
1987-08-13,206.470001,-0.002849
1987-08-14,206.464996,-2.4e-05
1987-08-17,206.830002,0.001768
1987-08-18,203.899994,-0.014166
1987-08-19,205.389999,0.007308
1987-08-20,208.929993,0.017235
1987-08-21,210.574997,0.007873
1987-08-24,209.479996,-0.0052
1987-08-25,210.714996,0.005896
1987-08-26,211.160004,0.002112
1987-08-27,210.634995,-0.002486
1987-08-28,208.845001,-0.008498
1987-08-31,209.574997,0.003495
1987-09-01,206.889999,-0.012812
1987-09-02,205.729996,-0.005607
1987-09-03,205.014999,-0.003475
1987-09-04,204.059998,-0.004658
1987-09-08,199.899994,-0.020386
1987-09-09,201.600006,0.008504
1987-09-10,205.164993,0.017683
1987-09-11,206.365005,0.005849
1987-09-14,205.160004,-0.005839
1987-09-15,202.255005,-0.01416
1987-09-16,201.300003,-0.004722
1987-09-17,202.054993,0.003751
1987-09-18,201.675003,-0.001881
1987-09-21,197.259995,-0.021892
1987-09-22,201.429993,0.02114
1987-09-23,204.074997,0.013131
1987-09-24,204.639999,0.002769
1987-09-25,205.115005,0.002321
1987-09-28,204.625,-0.002389
1987-09-29,204.149994,-0.002321
1987-09-30,205.505005,0.006637
1987-10-01,209.705002,0.020437
1987-10-02,212.145004,0.011635
1987-10-05,213.809998,0.007848
1987-10-06,208.070007,-0.026846
1987-10-07,206.889999,-0.005671
1987-10-08,203.625,-0.015781
1987-10-09,202.464996,-0.005697
1987-10-12,199.625,-0.014027
1987-10-13,201.229996,0.00804
1987-10-14,197.494995,-0.018561
1987-10-15,193.065002,-0.022431
1987-10-16,183.285004,-0.050657
1987-10-19,155.649994,-0.150776
1987-10-20,143.960007,-0.075104
1987-10-21,158.779999,0.102945
1987-10-22,149.985001,-0.055391
1987-10-23,145.419998,-0.030436
1987-10-26,128.425003,-0.116868
1987-10-27,129.865005,0.011213
1987-10-28,131.210007,0.010357
1987-10-29,143.639999,0.094734
1987-10-30,150.070007,0.044765
1987-11-02,152.195007,0.01416
1987-11-03,147.134995,-0.033247
1987-11-04,147.945007,0.005505
1987-11-05,153.029999,0.034371
1987-11-06,150.679993,-0.015357
1987-11-09,146.485001,-0.02784
1987-11-10,143.445007,-0.020753
1987-11-11,145.479996,0.014187
1987-11-12,149.845001,0.030004
1987-11-13,147.949997,-0.012646
1987-11-16,147.460007,-0.003312
1987-11-17,143.574997,-0.026346
1987-11-18,144.835007,0.008776
1987-11-19,141.059998,-0.026064
1987-11-20,140.835007,-0.001595
1987-11-23,141.839996,0.007136
1987-11-24,144.660004,0.019882
1987-11-25,144.994995,0.002316
1987-11-27,143.354996,-0.011311
1987-11-30,137.125,-0.043459
1987-12-01,137.160004,0.000255
1987-12-02,137.955002,0.005796
1987-12-03,132.949997,-0.03628
1987-12-04,130.434998,-0.018917
1987-12-07,133.145004,0.020777
1987-12-08,136.690002,0.026625
1987-12-09,139.759995,0.02246
1987-12-10,139.014999,-0.005331
1987-12-11,139.820007,0.005791
1987-12-14,146.080002,0.044772
1987-12-15,146.889999,0.005545
1987-12-16,151.059998,0.028389
1987-12-17,149.910004,-0.007613
1987-12-18,154.744995,0.032253
1987-12-21,156.020004,0.008239
1987-12-22,155.554993,-0.00298
1987-12-23,158.059998,0.016104
1987-12-24,158.184998,0.000791
1987-12-28,152.779999,-0.034169
1987-12-29,154.345001,0.010244
1987-12-30,157.285004,0.019048
1987-12-31,156.25,-0.00658
1988-01-04,161.809998,0.035584
1988-01-05,164.279999,0.015265
1988-01-06,166.175003,0.011535
1988-01-07,168.699997,0.015195
1988-01-08,158.195007,-0.06227
1988-01-11,158.875,0.004298
1988-01-12,155.725006,-0.019827
1988-01-13,155.544998,-0.001156
1988-01-14,156.035004,0.00315
1988-01-15,159.824997,0.024289
1988-01-18,159.024994,-0.005005
1988-01-19,158.009995,-0.006383
1988-01-20,152.464996,-0.035093
1988-01-21,152.949997,0.003181
1988-01-22,154.354996,0.009186
1988-01-25,157.054993,0.017492
1988-01-26,155.229996,-0.01162
1988-01-27,155.425003,0.001256
1988-01-28,157.654999,0.014348
1988-01-29,159.130005,0.009356
1988-02-01,158.615005,-0.003236
1988-02-02,158.975006,0.00227
1988-02-03,156.580002,-0.015065
1988-02-04,157.380005,0.005109
1988-02-05,158.014999,0.004035
1988-02-08,157.875,-0.000886
1988-02-09,158.929993,0.006682
1988-02-10,162.240005,0.020827
1988-02-11,162.955002,0.004407
1988-02-12,163.934998,0.006014
1988-02-16,165.539993,0.00979
1988-02-17,165.804993,0.001601
1988-02-18,165.75,-0.000332
1988-02-19,167.074997,0.007994
1988-02-22,170.199997,0.018704
1988-02-23,171.285004,0.006375
1988-02-24,172.475006,0.006947
1988-02-25,170.785004,-0.009799
1988-02-26,170.645004,-0.00082
1988-02-29,172.639999,0.011691
1988-03-01,172.634995,-2.9e-05
1988-03-02,175.115005,0.014366
1988-03-03,176.5,0.007909
1988-03-04,177.389999,0.005042
1988-03-07,178.464996,0.00606
1988-03-08,179.625,0.0065
1988-03-09,181.240005,0.008991
1988-03-10,178.434998,-0.015477
1988-03-11,177.889999,-0.003054
1988-03-14,179.210007,0.00742
1988-03-15,178.315002,-0.004994
1988-03-16,180.419998,0.011805
1988-03-17,181.235001,0.004517
1988-03-18,181.035004,-0.001104
1988-03-21,178.899994,-0.011793
1988-03-22,180.014999,0.006233
1988-03-23,179.244995,-0.004277
1988-03-24,174.764999,-0.024994
1988-03-25,172.880005,-0.010786
1988-03-28,172.839996,-0.000231
1988-03-29,173.664993,0.004773
1988-03-30,172.130005,-0.008839
1988-03-31,173.259995,0.006565
1988-04-04,171.404999,-0.010706
1988-04-05,172.895004,0.008693
1988-04-06,176.600006,0.021429
1988-04-07,177.330002,0.004134
1988-04-08,178.929993,0.009023
1988-04-11,179.940002,0.005645
1988-04-12,180.100006,0.000889
1988-04-13,180.384995,0.001582
1988-04-14,173.270004,-0.039443
1988-04-15,173.134995,-0.000779
1988-04-18,173.550003,0.002397
1988-04-19,174.354996,0.004638
1988-04-20,172.934998,-0.008144
1988-04-21,172.070007,-0.005002
1988-04-22,173.320007,0.007264
1988-04-25,174.399994,0.006231
1988-04-26,176.744995,0.013446
1988-04-27,177.210007,0.002631
1988-04-28,176.729996,-0.002709
1988-04-29,175.919998,-0.004583
1988-05-02,176.744995,0.00469
1988-05-03,178.994995,0.01273
1988-05-04,178.625,-0.002067
1988-05-05,177.679993,-0.00529
1988-05-06,177.179993,-0.002814
1988-05-09,174.929993,-0.012699
1988-05-10,174.320007,-0.003487
1988-05-11,170.800003,-0.020193
1988-05-12,171.705002,0.005299
1988-05-13,173.845001,0.012463
1988-05-16,174.985001,0.006558
1988-05-17,174.070007,-0.005229
1988-05-18,170.285004,-0.021744
1988-05-19,170.345001,0.000352
1988-05-20,169.884995,-0.0027
1988-05-23,167.649994,-0.013156
1988-05-24,169.210007,0.009305
1988-05-25,169.009995,-0.001182
1988-05-26,169.854996,0.005
1988-05-27,169.585007,-0.00159
1988-05-31,173.345001,0.022172
1988-06-01,176.675003,0.01921
1988-06-02,176.449997,-0.001274
1988-06-03,178.005005,0.008813
1988-06-06,179.744995,0.009775
1988-06-07,179.764999,0.000111
1988-06-08,183.014999,0.018079
1988-06-09,182.774994,-0.001311
1988-06-10,184.285004,0.008262
1988-06-13,184.735001,0.002442
1988-06-14,185.774994,0.00563
1988-06-15,186.104996,0.001776
1988-06-16,184.505005,-0.008597
1988-06-17,183.940002,-0.003062
1988-06-20,183.195007,-0.00405
1988-06-21,184.789993,0.008706
1988-06-22,186.979996,0.011851
1988-06-23,187.070007,0.000481
1988-06-24,187.350006,0.001497
1988-06-27,185.115005,-0.01193
1988-06-28,188.190002,0.016611
1988-06-29,187.785004,-0.002152
1988-06-30,189.024994,0.006603
1988-07-01,189.955002,0.00492
1988-07-05,191.904999,0.010266
1988-07-06,190.429993,-0.007686
1988-07-07,189.384995,-0.005488
1988-07-08,188.145004,-0.006547
1988-07-11,187.684998,-0.002445
1988-07-12,187.235001,-0.002398
1988-07-13,188.119995,0.004727
1988-07-14,188.679993,0.002977
1988-07-15,188.509995,-0.000901
1988-07-18,188.794998,0.001512
1988-07-19,185.779999,-0.01597
1988-07-20,185.255005,-0.002826
1988-07-21,182.404999,-0.015384
1988-07-22,181.860001,-0.002988
1988-07-25,181.589996,-0.001485
1988-07-26,179.705002,-0.01038
1988-07-27,177.369995,-0.012994
1988-07-28,178.220001,0.004792
1988-07-29,181.160004,0.016496
1988-08-01,181.440002,0.001546
1988-08-02,180.535004,-0.004988
1988-08-03,181.070007,0.002963
1988-08-04,181.175003,0.00058
1988-08-05,179.895004,-0.007065
1988-08-08,179.815002,-0.000445
1988-08-09,177.270004,-0.014153
1988-08-10,172.679993,-0.025893
1988-08-11,174.634995,0.011322
1988-08-12,173.744995,-0.005096
1988-08-15,170.085007,-0.021065
1988-08-16,172.645004,0.015051
1988-08-17,172.904999,0.001506
1988-08-18,173.550003,0.00373
1988-08-19,172.815002,-0.004235
1988-08-22,169.895004,-0.016897
1988-08-23,169.604996,-0.001707
1988-08-24,171.955002,0.013856
1988-08-25,170.529999,-0.008287
1988-08-26,170.979996,0.002639
1988-08-29,172.764999,0.01044
1988-08-30,172.365005,-0.002315
1988-08-31,170.994995,-0.007948
1988-09-01,168.220001,-0.016229
1988-09-02,171.464996,0.01929
1988-09-06,171.934998,0.002741
1988-09-07,172.095001,0.000931
1988-09-08,172.964996,0.005055
1988-09-09,175.479996,0.014541
1988-09-12,175.595001,0.000655
1988-09-13,175.869995,0.001566
1988-09-14,176.979996,0.006311
1988-09-15,175.414993,-0.008843
1988-09-16,176.645004,0.007012
1988-09-19,176.110001,-0.003029
1988-09-20,176.804993,0.003946
1988-09-21,177.804993,0.005656
1988-09-22,178.274994,0.002643
1988-09-23,177.475006,-0.004487
1988-09-26,175.869995,-0.009044
1988-09-27,175.800003,-0.000398
1988-09-28,177.054993,0.007139
1988-09-29,178.824997,0.009997
1988-09-30,179.365005,0.00302
1988-10-03,176.789993,-0.014356
1988-10-04,176.289993,-0.002828
1988-10-05,175.860001,-0.002439
1988-10-06,176.235001,0.002132
1988-10-07,176.0,-0.001333
1988-10-10,174.934998,-0.006051
1988-10-11,175.625,0.003944
1988-10-12,173.289993,-0.013295
1988-10-13,174.835007,0.008916
1988-10-14,175.369995,0.00306
1988-10-17,175.785004,0.002366
1988-10-18,176.990005,0.006855
1988-10-19,176.990005,0.0
1988-10-20,180.365005,0.019069
1988-10-21,179.740005,-0.003465
1988-10-24,178.410004,-0.0074
1988-10-25,177.399994,-0.005661
1988-10-26,176.350006,-0.005919
1988-10-27,174.279999,-0.011738
1988-10-28,174.884995,0.003471
1988-10-31,174.779999,-0.0006
1988-11-01,174.595001,-0.001058
1988-11-02,174.014999,-0.003322
1988-11-03,174.25,0.00135
1988-11-04,173.559998,-0.00396
1988-11-07,171.339996,-0.012791
1988-11-08,173.75,0.014066
1988-11-09,173.494995,-0.001468
1988-11-10,173.274994,-0.001268
1988-11-11,169.240005,-0.023287
1988-11-14,168.955002,-0.001684
1988-11-15,168.104996,-0.005031
1988-11-16,165.524994,-0.015348
1988-11-17,166.205002,0.004108
1988-11-18,166.524994,0.001925
1988-11-21,163.815002,-0.016274
1988-11-22,164.350006,0.003266
1988-11-23,167.190002,0.01728
1988-11-25,165.720001,-0.008792
1988-11-28,165.994995,0.001659
1988-11-29,167.169998,0.007079
1988-11-30,169.184998,0.012054
1988-12-01,171.330002,0.012678
